Id,Project,Reporter,Assigned To,Priority,Severity,Reproducibility,Product Version,Category,Date Submitted,OS,OS Version,Platform,View Status,Updated,Summary,Status,Resolution,Fixed in Version
0000567,Estuary Releases,chenzhihui,chenzhihui,normal,minor,always,,OpenLab Issues,2016-10-29,CentOS,CentOS7.2.1603,D05,public,2016-12-22,在深圳阿里做D05测试时，发现D05系统默认时间设置不正确，导致SPECint的400.perbench失败,resolved,fixed,
0000566,Estuary Releases,chenzhihui,chenzhihui,normal,minor,always,,Applications Issues,2016-10-29,CentOS,CentOS7.2.1603,D05,public,2016-12-22,在深圳阿里做D05测试时，发现做阿里MySQL性能测试中D05 2P+Huawei ES3000 v3 3.2T NVME 业务性能大幅低于预期,resolved,fixed,
0000565,Estuary Releases,chenzhihui,chenzhihui,normal,minor,always,,Kernel Issues,2016-10-29,CentOS,CentOS7.2.1603,D05,public,2016-12-22,在深圳阿里做D05测试时，发现Lmbench的stream.v2带宽测试中，Node2、3的性能明显优于Node0、1,resolved,fixed,
0000564,Estuary Releases,chenzhihui,chenzhihui,normal,minor,have not tried,,Kernel Issues,2016-10-29,CentOS,CentOS7.2.1603,D05,public,2016-12-22,在深圳阿里做D05测试时，SPECint2006测试中发现429.mcf 32核性能值偏低,resolved,fixed,
0000563,Estuary Releases,chenzhihui,chenzhihui,normal,crash,sometimes,,UEFI Issues,2016-10-29,CentOS,CentOS7.2.1603,D05,public,2016-11-07,在深圳阿里做D05测试时，发现D05开机使用一段时间后numactl显示Node1的内存几乎被占满，和free显示的结果不一致，会导致应用出错，影响测试,resolved,fixed,
0000562,Estuary Releases,shenweifeng,timmy,low,feature,always,,Hardware Issues,2016-10-28,EulerOS,4.1.23-vhulk3.6,Tainshan2180,public,2017-02-04,Taishan服务器PCIE需求规格,deferred,open,
0000561,Estuary Releases,shenweifeng,timmy,low,feature,always,,Hardware Issues,2016-10-28,EulerOS,4.1.23-vhulk3.6,Taishan2180,public,2017-02-04,ARM服务器支持OpenCL问题,deferred,open,
0000560,Estuary Releases,shenweifeng,timmy,low,block,always,,Hardware Issues,2016-10-28,EulerOS,4.1.23-vhulk3.6,Taishan2180,public,2017-02-04,ARM1612对GPU支持问题,deferred,open,
0000559,Estuary Releases,fangyuanzheng,tiantao6,normal,minor,sometimes,,Kernel Issues,2016-10-28,CentOS,Estuary v3.0b2,Estuary D05 CentOS,public,2016-12-24,Estuary D05（170#）满配内存（Samsung Montage M393A2K43BB1-CRC），reboot３次后，numactl --hardware 读取node 1 free 数据异常,closed,fixed,
0000558,Estuary Releases,shyju,jasonfeng,normal,major,always,,Distribution Issues,2016-10-27,,,,public,2017-06-08,[CALIPER-OBSERVATION] Storage performance issue,deferred,wont fix,
0000557,Estuary Releases,shyju,tiantao6,normal,major,always,,Distribution Issues,2016-10-27,,,,public,2016-12-26,[CALIPER-OBSERVATION] NIC card 82599 is not getting detected on D03/D02,closed,fixed,
0000556,Estuary Releases,zhaoshijie,timmy,normal,minor,always,,Kernel Issues,2016-10-27,Centos,7.2.1511,D03,public,2016-12-22,D03从硬盘启动Centos系统，打印警告信息:Adjusting arch_sys_counter more than 11%,resolved,fixed,
0000555,Estuary Releases,zhaoshijie,zhaoshijie,normal,minor,always,,Distribution Issues,2016-10-27,debian,8.2,D03,public,2016-11-01,安装app失败,resolved,open,
0000553,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,minor,always,,Deployment Issues,2016-10-25,Ubuntu,16.04,PC,public,2016-12-12,通过ftp快速制作USB安装盘失败,closed,not fixable,
0000551,Estuary Releases,zhaoshijie,zhaoshijie,normal,minor,always,,Distribution Issues,2016-10-24,opensuse,v2.3-pretest1,D03,public,2016-10-27,opensuse无法访问网络,resolved,open,
0000549,Estuary Releases,chenshuangsheng,hensonwang,normal,minor,always,,UEFI Issues,2016-10-24,Ubuntu,15.04,D02,public,2016-12-22,CPLD update failed!,deferred,wont fix,
0000548,Estuary Releases,zhaoshijie,hensonwang,normal,minor,always,,Deployment Issues,2016-10-21,Ubuntu,16.04,D03,public,2016-11-08,BMC 使用iso镜像安装文件系统失败,closed,fixed,
0000547,Estuary Releases,fangyuanzheng,hensonwang,normal,minor,always,,UEFI Issues,2016-10-21,Centos,Estuary v3.0b2,Estuary D05,public,2017-01-16,Estuary D05 代码下载编译报错，导致循环,closed,fixed,
0000546,Estuary Releases,zhaoshijie,zhaoshijie,normal,minor,always,,Build Issues,2016-10-20,Ubuntu,14.04,D03,public,2016-11-11,Failed deployment system through PXE,resolved,fixed,
0000545,Estuary Releases,shyju,sanil,low,minor,always,,Website Issues,2016-10-20,,,,public,2017-06-08,[CALIPER-OBSERVATION] Bugtracker is not able to set reminders,closed,invalid,
0000544,Estuary Releases,mahongxin,cailianchum,normal,minor,always,,Deployment Issues,2016-10-19,,,D05,public,2016-10-20,D05 USB ordinary  deploy failuse,closed,fixed,
0000541,Estuary Releases,shyju,shyju,normal,major,always,,Distribution Issues,2016-10-17,,,,public,2017-05-19,[CALIPER-OBSERVATION] The rootfs provided by estuary2.3-rc0 boost the performance(Average 2.4 times) even with ealier versions,resolved,reopened,
0000540,Estuary Releases,fangyuanzheng,hensonwang,normal,minor,sometimes,,UEFI Issues,2016-10-13,CentOS,Estuary v3.0b1,Estuary D05 ,public,2017-01-05,Estuary D05(1011+171)插拔内存条(Samsung Montage M393A2K43BB1-CRC 1629)，掉电重启或reboot，概率性(50%)挂死（主a+从a）,closed,fixed,
0000539,Estuary Releases,shameer,shameer,normal,minor,always,,Kernel Issues,2016-10-11,linux 4.8.0-rc5,,D03,public,2017-05-03,pcie n/w device fails when smmu is enabled,assigned,open,
0000538,Estuary Releases,shenweifeng,timmy,low,major,always,,Kernel Issues,2016-10-11,EulerOS,4.1.23-vhulk3.6,Taishan2180,public,2017-02-04,虚拟机跨die访问内存，性能下降，请分析优化,deferred,open,
0000537,Estuary Releases,chenzhihui,timmy,low,minor,always,,Kernel Issues,2016-10-11,EulerOS,内核版本4.1.23,D03,public,2017-02-04,DC3.0场景测试中，发现ARM服务器虚拟机中的部分应用程序启动较慢（8分钟启动），X86启动较快（秒级启动）。,deferred,open,
0000536,Estuary Releases,chenzhihui,timmy,low,minor,always,,Kernel Issues,2016-10-11,EulerOS,内核版本4.1.23,D03,public,2017-02-04,DC3.0场景测试中，发现ARM服务器目前不支持OFED模块（RDMA）,deferred,open,
0000535,Estuary Releases,chenzhihui,timmy,low,minor,have not tried,,Kernel Issues,2016-10-11,EulerOS,内核版本4.1.23,D03,public,2017-02-04,DC3.0场景测试中，发现Lz4 arm native库待测试deflate硬件加速库可能可以对Cassandra进行加速，需要修改Cassandra代码,deferred,open,
0000534,Estuary Releases,chenzhihui,timmy,low,minor,have not tried,,Kernel Issues,2016-10-11,EulerOS,内核版本4.1.23,D03,public,2017-02-04,DC3.0场景测试中，MySQL使用XFS文件系统压力测试有大几率崩溃,deferred,open,
0000533,Estuary Releases,chenzhihui,timmy,low,minor,always,,Kernel Issues,2016-10-11,EulerOS,内核版本4.1.23,D03,public,2017-02-04,DC3.0场景测试中，发现虚拟机8Core以上目前不支持网卡多队列,deferred,open,
0000532,Estuary Releases,chenzhihui,huangjinhua,normal,minor,always,,Kernel Issues,2016-10-11,EulerOS,内核版本4.1.23,D03,public,2016-11-07,DC3.0场景测试中，Hi612在MySQL测试中发现自旋锁导致CPU使用率达到100%，业务端TPS明显下降。,resolved,fixed,
0000531,Estuary Releases,chenzhihui,timmy,low,feature,always,,Distribution Issues,2016-10-11,EulerOS,内核版本4.1.23,D03,public,2017-02-04,DC3.0场景测试中，发现ARM对32位支持不够完善,deferred,open,
0000530,Estuary Releases,chenzhihui,timmy,low,minor,always,,Kernel Issues,2016-10-11,EulerOS,内核版本4.1.23,D03,public,2017-02-04,DC3.0场景测试中，发现Hi612在Redis单线程测试时，线程会在不同的核之间迁移，导致性能的下降,deferred,open,
0000528,Estuary Releases,fangyuanzheng,hensonwang,normal,minor,sometimes,,Kernel Issues,2016-10-10,Centos,Estuary v3.0b1,Estuary D05 Centos,public,2017-01-05,"Estuary D05(1009+171)插拔内存条(Samsung Montage M393A2K43BB1-CRC 1623)，掉电重启，概率性（50%）挂死（主a+从a,主ac+从满配）",closed,fixed,
0000527,Estuary Releases,mahongxin,mahongxin,normal,minor,sometimes,,Build Issues,2016-10-10,,,D05,public,2017-02-13,D05 usb CD dirve deploy Probability of failure,closed,not fixable,
0000526,Estuary Releases,chenzhihui,timmy,low,minor,always,,Kernel Issues,2016-10-10,EulerOS,4.1.23,D03,public,2017-02-04,DC3.0场景测试中，发现Hi612目前不支持NVDIMM,deferred,open,
0000525,Estuary Releases,chenzhihui,timmy,low,minor,always,,Hardware Issues,2016-10-10,EulerOS,	4.1.23,D03,public,2017-02-04,DC3.0场景测试中，发现Hi612无法支持float128数据类型,deferred,open,
0000524,Estuary Releases,chenzhihui,timmy,low,minor,have not tried,,Hardware Issues,2016-10-10,EulerOS,4.1.23,D03,public,2017-02-04,DC3.0场景测试中，发现Hi612上虚拟机跨die访问内存，性能下降,deferred,open,
0000523,Estuary Releases,chenzhihui,timmy,low,minor,always,,Kernel Issues,2016-10-10,EulerOS,4.1.23,D03,public,2017-02-04,DC3.0场景测试中，发现Hi612在MySQL的Query cache锁关闭之后性能的提升比X86下大,deferred,open,
0000522,Estuary Releases,chenzhihui,timmy,low,minor,always,,Kernel Issues,2016-10-10,EulerOS,4.1.23,D03,public,2017-02-04,DC3.0场景测试中，发现Hi612的网络时延是X86的2倍,deferred,open,
0000521,Estuary Releases,chenzhihui,huangjinhua,normal,minor,always,,Kernel Issues,2016-10-10,EulerOS,4.1.23,D03,public,2016-11-07,DC3.0场景测试中，Hi612在MySQL磁盘IO性能测试时发现磁盘IO负载下降，但TPS没有下降,resolved,fixed,
0000520,Estuary Releases,mahongxin,mahongxin,high,minor,always,,Build Issues,2016-10-09,,,D05,public,2016-12-28,D05 USB ordinary  deploy failuse,resolved,fixed,
0000519,Estuary Releases,huangjinhua,huangjinhua,normal,minor,always,,Distribution Issues,2016-10-09,,,,public,2016-12-27,Add Kernel debug information including symbol tables in release version,resolved,fixed,
0000516,Estuary Releases,lixian,lixian,high,minor,always,,Applications Issues,2016-09-23,,,ARM1612,public,2016-12-07,netlib-java和jniloader组件无支持ARM64架构的二进制文件，需要推动生态提供。,resolved,fixed,
0000515,Estuary Releases,fangyuanzheng,hensonwang,normal,minor,always,,UEFI Issues,2016-09-22,centos,Estuary v3.0b1,Estuary D05 centos,public,2016-10-11,Estuary D05 uefi无法区分sas＆sata盘,closed,fixed,
0000514,Estuary Releases,fanghuangcai,xinliang,normal,minor,always,,Applications Issues,2016-09-21,Opensuse,Tumbleweed,D02,public,2017-01-05,docker 程序启动失败,resolved,fixed,
0000513,Estuary Releases,zhaoshijie,shameer,normal,minor,always,,Applications Issues,2016-09-19,CentOS,7.2.1603,D05,public,2016-10-25,kvm start failed,closed,fixed,
0000512,Estuary Releases,zhaoshijie,shameer,normal,minor,always,,Applications Issues,2016-09-19,CentOS,7.2.1603,D05,public,2016-09-19,kvm start failed,closed,fixed,
0000511,Estuary Releases,mahongxin,hensonwang,high,minor,always,,Deployment Issues,2016-09-19,,,D05,public,2016-10-11,Use the optical drive burn Iso file to install the system to hard disk failure,closed,fixed,
0000510,Estuary Releases,mahongxin,cailianchum,high,minor,always,,Deployment Issues,2016-09-18,,,D05,public,2016-09-19,Use the optical drive burn Iso file to install the system to hard disk failure,closed,fixed,
0000509,Estuary Releases,mahongxin,cailianchum,high,minor,always,,Deployment Issues,2016-09-18,,,D05,public,2016-09-19,Use the optical drive burn Iso file to install the system to hard disk failure,closed,fixed,
0000508,Estuary Releases,mahongxin,cailianchum,high,minor,always,,Deployment Issues,2016-09-18,,,D05,public,2016-09-19,Use the optical drive burn Iso file to install the system to hard disk failure,closed,fixed,
0000507,Estuary Releases,fanghuangcai,timmy,low,minor,always,,Distribution Issues,2016-09-18,openSUSE,Tumbleweed,,public,2016-11-17,执行zypper update之后，docker无法使用,deferred,open,
0000506,Estuary Releases,fangyuanzheng,fangyuanzheng,normal,minor,always,,Kernel Issues,2016-09-14,Centos,Estuary v3.0b1,Estuary D05 Centos,public,2016-11-01,"Estuary D05 sata盘部署centos,无法下发dmidecode,lsusb,lspci,cat /proc/dma命令",closed,fixed,
0000505,Estuary Releases,fanghuangcai,fanghuangcai,normal,minor,always,,Distribution Issues,2016-09-14,Opensuse,Tumbleweed,D02,public,2016-11-01,zypper update失败,closed,fixed,
0000504,Estuary Releases,fangyuanzheng,hensonwang,normal,minor,always,,Kernel Issues,2016-09-14,Centos,Estuary v3.0b1,Estuary D05,public,2016-09-19,"Estuary D05 usb快速部署Centos ，敲poweroff,shutdown -h now,init 0命令之后，设备重启挂死",closed,not a bug,
0000503,Estuary Releases,shameer,shameer,normal,minor,always,,Kernel Issues,2016-09-13,KVM passthrough kernel+Plinth,4.7.0-rc7 based,D03,public,2017-05-03,Qemu/KVM VM PCIe PF passthrough assign fails on D03,assigned,open,
0000502,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,minor,always,,Documents Issues,2016-09-13,ubuntu,14.04,PC,public,2017-01-05,缺少USB安装说明文档,closed,fixed,
0000501,Estuary Releases,kongxinwei,hensonwang,normal,minor,sometimes,,UEFI Issues,2016-09-05,ubuntu,,D05,public,2016-10-24,"run ""date -s ""2016-10-10 12:00""; hwclock -w; hwclock -r"" sometimes to some error on ubuntu system",resolved,fixed,
0000500,Estuary Releases,fangyuanzheng,kongxinwei,normal,minor,always,,Kernel Issues,2016-09-02,CentOS,Estuary v3.0a0,Estuary D05 ,public,2016-10-11,Estuary D05获取不到ｓｓｄ卡信息,closed,fixed,
0000499,Estuary Releases,mahongxin,hensonwang,high,minor,always,,Deployment Issues,2016-09-02,,,Hikey,public,2016-11-23,"perform   ""sudo python hisi-idt.py -d /dev/ttyUSB0 –img1=l-loader.bin""   an error",closed,fixed,
0000498,Estuary Releases,fangyuanzheng,fangyuanzheng,normal,minor,always,,Kernel Issues,2016-09-02,CentOS,Estuary v3.0a0,Estuary D05,public,2016-10-11,Estuary D05 USB普通部署失败,closed,fixed,
0000497,Estuary Releases,fangyuanzheng,fangyuanzheng,normal,minor,always,,Kernel Issues,2016-09-01,CentOS,Estuary v3.0a0,Estuary D05,public,2016-10-11,Estuary D05主cpu满配内存条（MTA36ASF2G72PZ-2G1A2KK），nfs启动ｋｅｒｎｅｌ挂死,closed,fixed,
0000496,Estuary Releases,kongxinwei,chenshuangsheng,normal,minor,always,,Kernel Issues,2016-08-31,minirootfs,,D05,public,2016-10-11,Sata disk do not support hotplug,closed,fixed,
0000495,Estuary Releases,fangyuanzheng,fangyuanzheng,normal,minor,always,,Kernel Issues,2016-08-31,,Estuary v3.0a0,Estuary D05 ,public,2016-10-11,Estuary D05主从cpu(主abgh+从bdeg)内存搭配启动报错,closed,not a bug,
0000494,Estuary Releases,chenshuangsheng,hensonwang,high,minor,sometimes,,UEFI Issues,2016-08-31,centos,7.2,D05,public,2016-10-11,uefi起来会概率性挂死,closed,fixed,
0000493,Estuary Releases,chenshuangsheng,hensonwang,high,minor,always,,UEFI Issues,2016-08-31,centos,7.2,D05,public,2016-10-11,第一次上电开机会自动重启,closed,fixed,
0000492,Estuary Releases,belhez,belhez,normal,minor,always,,Caliper Issues,2016-08-31,ubuntu,,D02,public,2016-12-07,./rttest/pi-stress: No such file or directory,closed,fixed,
0000491,Estuary Releases,chenshuangsheng,hensonwang,normal,minor,always,,UEFI Issues,2016-08-30,centos,7.2,D05,public,2016-10-11,"D05插满(16根)同样型号(MTA36ASF2G72PZ-2G1A2KK)的内存条,NFS启动失败.",closed,fixed,
0000490,Estuary Releases,fangyuanzheng,hensonwang,normal,minor,always,,UEFI Issues,2016-08-30,,Estuary v3.0a0,Estuary D05,public,2016-10-11,D05 插上新内存（MTA36ASF2G72PZ-2G1A2KK）后，启动挂死,closed,fixed,
0000489,Estuary Releases,xinliang,chenshuangsheng,normal,minor,always,,Kernel Issues,2016-08-29,,,,public,2016-12-27,[hns] vm ping outside host failed,resolved,fixed,
0000488,Estuary Releases,fangyuanzheng,fangyuanzheng,normal,minor,always,,Applications Issues,2016-08-26,Opensuse,Estuary2.3rc1,Estuary D03 Opensuse,public,2017-01-16,Estuary D03 opensuse 无法安装samba,closed,fixed,
0000487,Estuary Releases,shyju,chenzhihui,normal,minor,always,,Distribution Issues,2016-08-26,,,,public,2017-06-08,[CALIPER-OBSERVATION] HiSi platform perform very low (30% ) compared to RH2288 1p and 2p for Digital verify and D\Sign test case,deferred,wont fix,
0000486,Estuary Releases,joseph,shyju,normal,minor,have not tried,,Distribution Issues,2016-08-26,,,,public,2017-06-08,[CALIPER-BENCHMARKING] D03 is performing badly for memory benchmarks,deferred,wont fix,
0000485,Estuary Releases,shyju,chenzhihui,normal,minor,always,,Distribution Issues,2016-08-26,,,,public,2017-06-08,[CALIPER-OBSERVATION] In the local speed category D02 consistantly scores over D03,deferred,wont fix,
0000484,Estuary Releases,shyju,shyju,normal,minor,always,,Distribution Issues,2016-08-26,,,,public,2017-06-08,[CALIPER-OBSERVATION] Context Switch delay is higher in D03 compared to D02,deferred,wont fix,
0000483,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,minor,always,,Build Issues,2016-08-26,ubuntu,14.04,PC,public,2016-10-18,"现在编译会生成很多Image,以后全部做成软链接,只保存一个在binary下面对应的文件.",closed,fixed,
0000481,Estuary Releases,shameer,chenshuangsheng,normal,minor,always,,Kernel Issues,2016-08-24,,,,public,2016-12-28,Qemu/KVM VM crash on D02/D03 (4.8 kernel),closed,fixed,
0000480,Estuary Releases,dikshit,dikshit,high,major,always,,Distribution Issues,2016-08-24,ubuntu,16.04,D02 Estuary 2.3 rc1,public,2016-11-10,[CALIPER OBSERVATION] Default system services are not working in latest Image -Suspection a non proper Ubuntu rootfs,resolved,reopened,
0000479,Estuary Releases,mahongxin,fengliang,high,minor,always,,Applications Issues,2016-08-24,,,D03 ,public,2016-10-18,D03 Through the SATA boot ubuntu system  Can't install the application,closed,fixed,
0000477,Estuary Releases,fangyuanzheng,fangyuanzheng,normal,minor,always,,Kernel Issues,2016-08-23,Fedora,Estuary2.3rc1,Estuary D03 USB,public,2017-01-16,Estuary D03 USB acpi方式部署，kernel挂死,closed,fixed,
0000476,Estuary Releases,fangyuanzheng,fangyuanzheng,normal,minor,random,,Kernel Issues,2016-08-23,opensuse(NFS),Estuary2.3rc1,Estuary D03,public,2016-11-01,Estuary D03 opensuse发行版umount （usb分区），报错挂死,closed,not a bug,
0000475,Estuary Releases,shyju,chenzhihui,normal,minor,always,,Distribution Issues,2016-08-22,,,,public,2017-06-08,[CALIPER-OBSERVATION] Inconsistant performance of Hash Algorithm in D02 and D03 compared to RH2288,deferred,wont fix,
0000474,Estuary Releases,shyju,shyju,normal,minor,always,,Distribution Issues,2016-08-22,,,,public,2017-06-08,[CALIPER-OBSERVATION] Performance issue in database OLTP testing with Sysbench,deferred,wont fix,
0000473,Estuary Releases,shyju,chenzhihui,normal,major,always,,Distribution Issues,2016-08-22,,,,public,2017-06-08,[CALIPER-OBSERVATION] Performance scaling for D02 to D03 is not good,deferred,wont fix,
0000471,Estuary Releases,zhaoshijie,zhaoshijie,normal,minor,always,,Distribution Issues,2016-08-22,ubuntu,16.04,D02,public,2016-11-01,"After running the reboot command, the system hangs dead",closed,fixed,
0000470,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,minor,always,,Distribution Issues,2016-08-22,Ubuntu,16.04,D02,public,2016-11-01,can not install git,closed,fixed,
0000469,Estuary Releases,mahongxin,fengliang,normal,minor,always,,Deployment Issues,2016-08-22,,,D03,public,2016-08-24,D03 nfs start the ubuntu failure,closed,fixed,
0000468,Estuary Releases,mahongxin,fengliang,normal,minor,always,,Deployment Issues,2016-08-22,,,D03,public,2016-08-22,D03 nfs start the ubuntu failure,closed,fixed,
0000467,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,minor,always,,OpenLab Issues,2016-08-19,Ubuntu,14.04,PC,public,2017-01-05,"Buid Hikey  less ""sgdisk"" tool on docker",closed,fixed,
0000464,Estuary Releases,belhez,belhez,normal,minor,always,,Caliper Issues,2016-08-15,ubutu,,D02,public,2016-08-15,iperf: automake-1.9: command not found,closed,fixed,
0000463,Estuary Releases,mahongxin,mahongxin,high,minor,always,,Build Issues,2016-08-15,,,D03,public,2016-08-30,./estuary/build.sh -f ./estuary/estuarycfg.json --buiilddir=./workspace an error,closed,fixed,
0000462,Estuary Releases,dikshit,dikshit,high,major,always,,Distribution Issues,2016-08-12,Ubuntu,Linux,NA,public,2016-09-13,CALIPER-OBSERVATION] Release binary of estuary2.3-rc0 changed and the md5sum of the file is mismatching,resolved,open,
0000461,Estuary Releases,fangyuanzheng,fangyuanzheng,normal,minor,always,,Kernel Issues,2016-08-11,CentOS,Estuary2.3rc0,Estuary D03,public,2017-01-16,Estuary D03 USB快速部署，点击*Install D03 estuary之后报错挂死,closed,fixed,
0000460,Estuary Releases,shenweifeng,timmy,low,major,always,,Kernel Issues,2016-08-11,EulerOS,4.1.23-vhulk3.6,Taishan 2180,public,2017-02-04,Redis线程调度问题,deferred,open,
0000459,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,minor,always,,Build Issues,2016-08-10,ubuntu,15.04,D02,public,2016-08-30,can not build ISO on D02!,closed,fixed,
0000458,Estuary Releases,chenshuangsheng,hensonwang,normal,minor,always,,Deployment Issues,2016-08-09,Minirootfs,,D03,public,2016-11-08,"通过BMC加载ISO部署SAS盘,解压的时候一直没有结束(ACPI方式启动)",closed,fixed,
0000457,Estuary Releases,chenzhihui,chenzhihui,normal,minor,random,,Kernel Issues,2016-08-09,Ubuntu,15.04,"D02,D03,D05",public,2016-09-05,PCIe的ASPM模块导致Kernel启动的时候会概率性挂死,closed,fixed,
0000456,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,minor,always,,Build Issues,2016-08-09,,,,public,2016-08-30,build 没有加--builddir的时候应该有默认路径build,closed,fixed,
0000455,Estuary Releases,mahongxin,xinliang,normal,minor,always,,Build Issues,2016-08-05,,,QEMU,public,2016-08-30,Compile command : ./estuary/build.sh -p QEMU -d Ubuntu an error,closed,fixed,
0000454,Estuary Releases,chenshuangsheng,yaolan,normal,minor,always,,Build Issues,2016-08-05,Ubuntu,14.04,PC ,public,2016-08-08,Build ISO failed in docker!,closed,fixed,
0000453,Estuary Releases,fangyuanzheng,hensonwang,normal,minor,always,,Kernel Issues,2016-08-05,Ubuntu,Estuary2.3rc0,Estuary D02,public,2016-10-24,Estuary D02 sas 启动，grub加载kernel时间过长,closed,fixed,
0000452,Estuary Releases,sanil,zhangfeng,high,minor,have not tried,,OpenLab Issues,2016-08-03,,,,public,2016-12-27,Need domestic route to China FTP server in Huawei Cloud,closed,fixed,
0000451,Estuary Releases,joseph,joseph,normal,minor,always,,Download Issues,2016-08-03,,,,public,2016-08-04,Prebuilt binary of CentOS_ARM64.tar.gz is corrupted,resolved,open,
0000450,Estuary Releases,fangyuanzheng,kongxinwei,normal,minor,always,,Kernel Issues,2016-08-03,Rancher,Estuary2.3rc0,Estuary D02,public,2017-01-03,Estuary D02 RancherOS 启动失败,closed,fixed,
0000449,Estuary Releases,joseph,tianjiaoling,normal,minor,always,,Documents Issues,2016-08-02,,,,public,2016-10-18,Some users not able to use FTP server of board connect pc,closed,fixed,
0000448,Estuary Releases,joseph,timmy,normal,minor,have not tried,,Documents Issues,2016-08-02,,,,public,2016-08-11,Esturay build requires sudo permission,closed,fixed,
0000447,Estuary Releases,joseph,kongxinwei,normal,minor,always,,Build Issues,2016-08-02,,,,public,2016-08-09,Esturay build output is missing files,closed,fixed,
0000445,Estuary Releases,zhaoshijie,zhaoshijie,normal,minor,always,,Build Issues,2016-08-01,Ubuntu,15.04,D03,public,2016-08-30,PXE automatic deploy fail,closed,fixed,
0000444,Estuary Releases,belhez,shyju,normal,minor,always,,Caliper Issues,2016-07-30,Ubuntu,,D02,public,2017-06-08,lmbench have errors,deferred,wont fix,
0000443,Estuary Releases,belhez,shyju,normal,minor,always,,Caliper Issues,2016-07-30,Ubuntu,,D02,public,2017-06-08,hardware_info have many errors,deferred,wont fix,
0000442,Estuary Releases,belhez,belhez,normal,minor,always,,Caliper Issues,2016-07-30,Ubuntu,,D02,public,2016-11-26,caliper case [fio] build have an error,closed,fixed,
0000441,Estuary Releases,joseph,joseph,normal,minor,always,,Build Issues,2016-07-29,,,,public,2016-11-09,Build command in URL is wrong,closed,fixed,
0000439,Estuary Releases,chenshuangsheng,chenshuangsheng,low,minor,always,,Build Issues,2016-07-28,Ubuntu,14.04,PC,public,2017-01-05,"制作USB安装盘编译时间太长,增加从网站上下载文件制作U盘",closed,fixed,
0000438,Estuary Releases,mahongxin,hensonwang,high,minor,always,,UEFI Issues,2016-07-26,,,D03 ,public,2016-08-09,D03 BMC boot iso failure,closed,fixed,
0000435,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,minor,always,,Build Issues,2016-07-25,Ubuntu,14.04,PC,public,2016-09-13,Build will generate intermediate file every time!,closed,not a bug,
0000434,Estuary Releases,shyju,chenzhihui,high,major,always,,Distribution Issues,2016-07-25,,,,public,2016-10-14,[CALIPER-OBSERVATION] Huge performance boost(Average 2.4 times) in estuary 2.3-rc0 for D02 & D03  compared  to  est2.2 release.,resolved,fixed,
0000429,Estuary Releases,belhez,jasonfeng,normal,minor,always,,Kernel Issues,2016-07-21,,,Overdrive(AMD),public,2016-12-30,"estuary v2.3 kernel not support overdrive(AMD), before v2.2 kernel support it.",resolved,fixed,
0000428,Estuary Releases,sanil,gaoxiaopan,normal,minor,always,,OpenLab Issues,2016-07-20,,,,public,2016-08-30,[Password] Changing the password fails,resolved,fixed,
0000426,Estuary Releases,zhaoshijie,shameer,normal,minor,always,,Applications Issues,2016-07-20,ubuntu,15.04,D03,public,2016-07-28,docker start daemon failed,closed,invalid,
0000425,Estuary Releases,belhez,belhez,normal,minor,always,,Caliper Issues,2016-07-20,ubuntu,,D02,public,2016-07-20,locale: Cannot set LC_ALL to default locale: No such file or directory,closed,fixed,
0000424,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,major,always,,Build Issues,2016-07-18,Ubuntu,15.04,PC,public,2016-08-30,"只删除clean发行版,然后编译,不会重新下载删除的发行版!!!",closed,fixed,
0000423,Estuary Releases,shyju,shyju,normal,minor,always,,Kernel Issues,2016-07-16,,,,public,2016-08-03,[CALIPER-OBSERVATION] The lscpu command is giving erraneous data for D03,resolved,fixed,
0000422,Estuary Releases,shyju,kongxinwei,low,minor,sometimes,,OpenLab Issues,2016-07-16,,,,public,2017-06-08,[CALIPER-OBSERVATION] The telnet session can not be exited once login to the D03 board,deferred,wont fix,
0000421,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,minor,always,,UEFI Issues,2016-07-15,Ubuntu,14.04,D02,public,2016-10-10,can not build on D02!,closed,fixed,
0000420,Estuary Releases,chenshuangsheng,hensonwang,normal,minor,always,,UEFI Issues,2016-07-15,Ubuntu,14.04,D02,public,2016-08-30,build failed!,closed,fixed,
0000419,Estuary Releases,shyju,tiantao6,normal,minor,always,,Kernel Issues,2016-07-14,,,,public,2017-01-03,"[CALIPER-OBSERVATION] When the disabled core of D03 is enabled, system enters to a softlockup [BUG-soft lockup] and hangs",closed,fixed,
0000418,Estuary Releases,belhez,chenshuangsheng,high,minor,always,,Armor tools Issues,2016-07-14,ubuntu,15.04,D02,public,2016-08-09,perf not found,closed,fixed,
