TimePoint,NO,NO2,NOx,SO2,CO,O3,PM10,PM2.5,BC,Visibility,WindD,WindS,Temperature,Humidity,Pressure
2013-01-30 23:00:00,54.22,66.0,120.56,99.83,6.14,2.16,355.6,188.16,11.713,0.91,65.21,0.92,-0.21,90.97,1016.32
2013-01-31 00:00:00,36.44,64.06,100.79,88.45,5.5,2.08,338.07,179.82,11.115,0.96,37.02,0.98,-0.42,90.13,1016.29
2013-01-31 01:00:00,57.4,64.22,121.96,85.67,4.9,2.29,524.69,178.92,10.482,0.71,45.51,1.06,-0.68,92.98,1016.28
2013-01-31 02:00:00,54.91,60.29,115.54,62.95,4.74,2.04,366.73,149.09,10.391,0.73,46.43,1.03,-0.92,96.0,1016.02
2013-01-31 03:00:00,60.8,63.6,124.67,66.2,5.06,2.18,356.17,154.16,10.987,0.65,39.25,1.17,-1.19,98.15,1015.62
2013-01-31 04:00:00,78.22,67.4,146.05,82.04,5.25,2.32,406.41,187.18,11.872,0.57,47.49,1.08,-1.41,98.97,1015.41
2013-01-31 05:00:00,95.38,69.43,165.39,85.48,5.2,2.13,364.57,175.99,11.363,0.68,47.74,1.0,-1.47,98.14,1015.11
2013-01-31 06:00:00,101.1,65.16,166.86,79.23,5.02,2.16,268.83,159.27,11.199,0.83,41.9,0.97,-1.51,96.75,1015.0
2013-01-31 07:00:00,76.38,62.0,138.7,70.56,5.15,2.29,220.52,129.18,10.506,0.8,12.6,1.14,-1.54,97.81,1015.03
2013-01-31 08:00:00,77.86,60.69,138.96,85.97,5.13,2.47,200.12,127.58,10.923,0.71,3.44,1.63,-1.56,99.97,1015.56
2013-01-31 09:00:00,57.06,58.48,115.88,73.91,5.15,2.41,131.11,100.02,10.72,0.95,359.19,1.58,-1.41,100.0,1016.1
2013-01-31 10:00:00,68.61,58.66,127.51,72.11,5.22,2.24,119.79,93.44,10.197,1.0,28.24,0.94,-1.14,100.0,1016.13
2013-01-31 11:00:00,90.13,61.08,151.62,82.43,5.31,2.3,120.45,97.9,10.643,0.98,261.9,40.96,-14.93,85.97,1000.01
2013-01-31 12:00:00,83.53,61.49,145.41,93.44,5.26,2.34,139.79,113.68,10.636,1.01,27.46,0.85,-0.92,99.99,1014.32
2013-01-31 13:00:00,64.61,59.34,124.19,86.94,5.17,2.22,143.24,115.76,10.447,1.07,8.89,0.92,-0.88,99.88,1013.73
2013-01-31 14:00:00,80.77,58.84,139.9,97.68,5.21,2.31,152.15,123.65,10.658,1.07,53.48,0.75,-0.66,98.98,1012.88
2013-01-31 15:00:00,68.41,58.24,126.91,86.79,5.16,2.33,173.42,140.34,10.374,1.09,51.37,0.72,-0.41,96.69,1012.85
2013-01-31 16:00:00,93.98,60.45,154.9,79.29,5.13,2.14,173.67,136.72,10.961,1.12,44.48,0.75,-0.24,96.18,1012.82
2013-01-31 17:00:00,90.24,60.76,151.45,84.91,5.12,1.97,164.9,129.77,11.334,1.29,54.57,0.95,-0.3,95.05,1012.65
2013-01-31 18:00:00,79.42,60.47,140.23,83.98,5.15,1.99,160.58,125.42,10.586,1.37,44.79,0.77,-0.13,93.56,1013.08
2013-01-31 19:00:00,83.92,61.3,145.57,93.76,5.33,2.22,190.07,144.33,10.982,1.26,28.02,0.59,0.14,91.36,1013.65
2013-01-31 20:00:00,114.77,63.82,179.15,109.55,5.3,2.28,234.58,179.18,12.202,1.07,348.19,0.46,0.35,90.6,1013.58
2013-01-31 21:00:00,74.14,61.12,135.5,106.46,5.48,2.34,235.74,172.63,12.363,1.13,352.02,0.66,0.25,90.36,1013.47
2013-01-31 22:00:00,66.93,61.15,128.32,105.08,5.62,2.2,227.2,163.33,11.835,1.2,347.52,0.65,0.33,89.83,1013.34
2013-01-31 23:00:00,84.02,62.12,146.59,106.72,5.85,2.16,246.84,174.55,11.973,1.13,47.69,0.5,0.64,88.76,1013.54
2013-02-01 00:00:00,98.76,62.8,162.09,133.45,6.46,2.51,276.29,193.57,12.6,1.04,48.3,0.82,0.55,88.59,1013.81
2013-02-01 01:00:00,125.52,63.42,189.46,109.74,6.27,2.45,251.42,180.88,12.683,1.06,54.64,0.9,0.49,88.73,1014.13
2013-02-01 02:00:00,140.16,62.25,202.87,110.12,6.27,2.38,266.16,174.98,12.596,0.99,40.88,0.85,0.33,90.53,1014.02
2013-02-01 03:00:00,121.34,59.65,181.46,107.81,6.22,2.42,267.85,185.92,12.973,0.97,26.97,0.7,0.46,90.71,1014.17
2013-02-01 04:00:00,79.78,56.71,136.75,102.07,6.2,2.44,255.18,176.68,13.116,1.05,33.73,0.72,0.57,90.12,1014.35
2013-02-01 05:00:00,61.54,53.47,115.34,90.03,5.41,1.44,144.19,104.97,9.418,1.6,44.94,1.32,0.21,90.32,1014.92
2013-02-01 06:00:00,63.97,52.22,116.53,77.32,5.02,1.32,114.61,83.42,8.777,1.64,49.01,1.19,0.2,92.54,1016.11
2013-02-01 07:00:00,74.21,50.41,124.92,72.68,4.93,1.62,132.74,93.04,8.404,1.48,41.19,0.95,0.23,93.4,1017.2
2013-02-01 08:00:00,75.79,49.92,125.95,84.94,5.08,2.12,148.68,103.34,9.541,1.47,359.1,0.81,0.4,92.7,1017.97
2013-02-01 09:00:00,71.05,49.93,121.29,99.99,4.96,2.93,152.47,109.07,8.806,1.69,327.28,0.77,0.92,88.55,1019.92
2013-02-01 10:00:00,70.93,50.52,121.74,118.11,4.92,4.87,155.98,111.4,8.875,2.08,2.56,0.36,2.58,78.82,1020.65
2013-02-01 11:00:00,53.74,48.33,102.34,108.03,4.33,7.97,138.61,88.24,8.029,3.27,327.93,0.46,4.47,66.27,1020.6
2013-02-01 12:00:00,18.02,31.69,49.87,49.3,3.16,17.49,87.44,44.81,5.168,5.39,82.06,0.68,5.65,51.49,1019.43
2013-02-01 13:00:00,16.34,34.42,50.88,45.0,3.19,18.11,106.43,56.57,4.836,5.29,87.72,0.79,6.27,49.38,1018.69
2013-02-01 14:00:00,15.26,40.17,55.51,48.62,3.39,16.98,127.17,73.32,6.272,4.5,98.02,0.89,6.39,51.87,1018.82
2013-02-01 15:00:00,12.59,45.07,57.64,45.23,3.51,14.57,138.92,79.92,7.174,3.9,85.41,0.79,6.08,55.57,1019.3
2013-02-01 16:00:00,7.34,44.52,51.79,53.8,3.87,16.3,152.57,93.98,9.391,3.3,82.58,0.82,5.47,61.23,1019.8
2013-02-01 17:00:00,3.36,48.53,51.81,41.46,3.74,12.01,134.34,80.37,8.008,3.41,38.75,0.54,5.18,63.25,1020.45
2013-02-01 18:00:00,5.16,56.63,61.74,42.43,3.94,4.89,154.13,83.65,8.66,3.25,42.85,0.45,5.0,63.58,1021.28
2013-02-01 19:00:00,8.25,57.32,65.54,45.54,4.04,3.28,164.63,88.21,8.989,3.06,36.52,0.6,4.52,63.83,1022.04
2013-02-01 20:00:00,4.56,52.04,56.53,41.61,3.79,5.01,147.29,91.32,9.595,2.86,48.97,0.85,3.84,64.04,1022.66
2013-02-01 21:00:00,11.74,53.79,65.6,49.95,3.69,2.86,157.7,90.42,8.892,3.06,44.49,0.89,3.48,64.4,1023.42
2013-02-01 22:00:00,1.96,30.89,32.94,25.6,2.46,10.84,69.84,35.63,7.253,6.15,49.17,0.82,2.67,57.34,1023.9
2013-02-01 23:00:00,2.24,32.4,34.73,24.47,2.45,7.63,74.79,41.02,6.941,6.28,44.1,0.8,2.28,58.15,1024.19
2013-02-02 00:00:00,2.63,30.98,33.7,24.6,2.25,7.34,57.03,30.82,5.645,8.11,41.66,0.89,1.92,56.81,1024.77
2013-02-02 01:00:00,20.22,39.36,59.72,34.75,2.48,2.45,76.83,43.04,5.804,6.97,48.41,0.86,1.7,56.63,1025.13
2013-02-02 02:00:00,29.35,37.88,67.44,36.11,2.62,2.06,87.02,54.76,6.858,6.18,38.47,0.96,1.24,57.94,1025.11
2013-02-02 03:00:00,32.09,36.28,68.63,40.17,3.25,2.26,96.57,61.79,7.98,5.48,359.53,0.72,0.77,59.7,1024.54
2013-02-02 04:00:00,31.77,35.64,67.59,54.22,2.97,2.29,107.68,75.07,9.69,4.64,358.83,0.87,0.21,60.53,1023.81
2013-02-02 05:00:00,20.74,33.81,54.7,60.98,2.83,2.1,90.93,61.37,7.924,5.66,353.24,0.78,0.05,57.17,1023.9
2013-02-02 06:00:00,21.98,33.15,55.26,60.11,2.92,2.06,95.54,56.66,7.504,6.32,42.69,0.55,0.11,55.02,1024.35
2013-02-02 07:00:00,38.86,34.09,73.23,58.22,3.12,2.53,111.51,57.23,7.138,6.53,46.37,0.64,0.06,51.36,1024.98
2013-02-02 08:00:00,26.11,31.24,57.54,45.17,2.67,5.7,101.12,42.52,6.891,8.06,67.87,0.56,0.93,44.6,1025.7
2013-02-02 09:00:00,12.68,21.91,34.8,27.19,2.15,12.87,75.94,29.42,4.649,9.36,80.27,0.59,1.98,39.14,1025.79
2013-02-02 10:00:00,15.84,21.44,37.48,27.29,1.96,15.77,53.37,22.36,4.019,11.45,20.85,0.6,2.81,34.64,1025.67
2013-02-02 11:00:00,20.41,26.32,46.94,52.2,2.0,14.86,66.03,28.67,4.83,11.01,69.44,0.56,3.8,32.99,1024.64
2013-02-02 12:00:00,15.12,24.27,39.59,53.21,1.82,17.32,56.03,24.26,3.969,12.69,113.19,0.32,4.98,30.84,1023.23
2013-02-02 13:00:00,6.87,16.27,23.32,23.17,1.84,24.87,53.6,28.8,4.159,12.12,161.85,0.46,5.49,33.25,1021.93
2013-02-02 14:00:00,4.55,16.27,20.98,22.8,2.01,27.85,74.65,41.66,4.664,9.9,166.64,0.36,6.03,37.54,1020.95
2013-02-02 15:00:00,3.54,18.17,21.88,25.34,2.09,27.99,82.51,46.21,5.3,9.26,150.62,0.31,6.45,38.13,1020.3
2013-02-02 16:00:00,2.43,18.19,20.72,23.99,2.07,27.55,77.31,38.8,4.767,9.47,137.36,0.32,6.05,39.63,1019.65
2013-02-02 17:00:00,3.12,31.42,34.61,19.66,2.16,16.48,113.75,51.15,6.354,7.82,235.54,0.42,4.91,43.97,1019.64
2013-02-02 18:00:00,9.89,41.31,51.25,26.13,2.66,7.83,148.54,72.58,9.325,5.81,74.96,0.1,4.1,47.87,1019.88
2013-02-02 19:00:00,11.49,48.53,59.98,41.58,3.29,4.62,236.57,137.5,18.142,3.47,77.98,0.03,3.95,49.53,1019.49
2013-02-02 20:00:00,52.09,50.1,102.46,45.49,3.84,3.53,251.8,126.2,14.565,3.38,288.28,0.1,3.81,51.93,1019.6
2013-02-02 21:00:00,45.35,48.18,93.8,51.4,3.95,3.83,256.65,146.23,14.586,3.19,264.59,0.14,3.78,52.89,1019.17
2013-02-02 22:00:00,28.69,45.3,74.14,54.46,3.55,3.16,218.78,139.97,13.174,3.16,263.68,0.16,3.8,55.87,1018.58
2013-02-02 23:00:00,17.42,40.75,58.26,37.87,3.76,3.02,237.61,158.05,12.542,1.86,279.53,0.38,3.43,71.05,1018.2
2013-02-03 00:00:00,34.55,39.33,74.13,29.57,4.38,2.71,223.03,166.9,14.255,1.2,252.33,0.21,2.41,87.63,1017.73
2013-02-03 01:00:00,36.71,37.71,74.7,29.28,4.1,1.85,198.45,154.05,13.98,0.7,74.5,0.08,1.9,94.98,1017.01
2013-02-03 02:00:00,35.68,34.11,70.04,24.86,4.53,2.2,202.35,159.0,13.388,0.32,90.02,0.17,1.4,98.97,1016.52
2013-02-03 03:00:00,9.47,26.64,36.27,16.29,3.71,1.54,154.42,118.22,10.876,0.34,89.59,0.19,1.32,100.0,1015.62
2013-02-03 04:00:00,3.4,20.49,24.05,12.82,2.97,3.61,,63.75,9.335,0.4,115.33,0.28,1.1,100.0,1014.65
2013-02-03 05:00:00,3.27,18.69,22.12,11.56,2.58,4.1,,40.63,8.054,0.44,146.0,0.21,0.91,100.0,1013.91
2013-02-03 06:00:00,4.92,19.97,25.08,13.49,2.71,2.95,,43.21,8.796,0.57,117.97,0.18,0.92,100.0,1013.33
2013-02-03 07:00:00,4.96,20.72,25.88,14.79,2.12,3.08,,26.72,6.095,0.71,168.6,0.18,0.86,100.0,1013.23
2013-02-03 08:00:00,9.42,21.12,30.74,14.04,2.16,3.7,,20.87,5.104,0.82,225.44,0.47,0.64,100.0,1013.3
2013-02-03 09:00:00,8.96,20.6,29.79,13.04,2.2,4.56,,26.47,5.511,0.97,249.49,0.22,0.68,100.0,1013.07
2013-02-03 10:00:00,8.12,18.01,26.35,13.55,2.2,7.56,,26.73,5.041,0.94,231.64,0.28,0.71,100.0,1012.8
2013-02-03 11:00:00,13.15,17.41,30.81,18.11,2.27,9.5,,29.13,5.196,1.47,194.11,0.12,1.1,100.0,1011.74
2013-02-03 12:00:00,8.5,14.65,23.32,19.3,2.25,12.76,,38.34,5.395,2.07,97.39,0.41,1.17,100.0,1009.83
2013-02-03 13:00:00,6.47,14.73,21.37,16.26,2.22,13.29,,34.4,5.249,2.37,106.17,0.23,1.31,99.93,1009.38
2013-02-03 14:00:00,6.71,16.12,23.01,15.19,2.2,12.64,,34.88,5.378,2.22,127.32,0.21,1.34,99.62,1008.53
2013-02-03 15:00:00,5.52,17.29,23.01,15.12,2.21,11.37,,37.79,5.295,2.42,95.52,0.14,1.47,98.47,1008.36
2013-02-03 16:00:00,6.81,18.65,25.65,16.57,2.13,10.18,,29.34,5.092,2.92,180.31,0.14,1.48,96.32,1007.8
2013-02-03 17:00:00,3.16,17.5,20.8,14.68,2.27,11.11,,48.65,8.676,2.25,254.23,0.22,1.17,96.99,1007.97
2013-02-03 18:00:00,4.48,22.84,27.48,17.92,2.3,6.03,,43.31,6.496,2.34,181.46,0.03,1.11,97.2,1008.1
2013-02-03 19:00:00,13.73,28.97,42.88,21.35,2.56,2.04,,63.26,9.125,1.73,237.56,0.23,1.14,97.83,1008.75
2013-02-03 20:00:00,13.98,28.94,43.1,23.92,2.66,1.5,,62.05,9.089,1.68,98.77,0.16,1.1,98.69,1009.59
2013-02-03 21:00:00,29.15,29.06,58.42,26.94,2.7,1.64,,61.51,9.803,1.62,255.76,0.13,1.14,98.38,1010.38
2013-02-03 22:00:00,20.91,29.5,50.64,38.48,3.07,1.61,,56.25,8.44,1.56,237.1,0.19,1.05,99.16,1010.84
2013-02-03 23:00:00,21.95,30.33,52.5,46.27,3.52,1.53,,61.08,8.03,1.41,100.15,0.23,1.05,98.67,1010.93
2013-02-04 00:00:00,11.53,31.41,42.99,47.4,3.84,1.34,109.93,78.78,7.622,1.27,97.07,0.3,0.91,99.09,1011.55
2013-02-04 01:00:00,13.77,31.37,45.23,49.67,3.94,1.44,98.14,76.62,7.082,1.24,99.98,0.41,0.83,99.37,1012.11
2013-02-04 02:00:00,31.73,32.23,64.17,60.16,4.54,1.58,108.68,86.53,7.152,1.15,57.03,0.36,1.01,99.62,1013.44
2013-02-04 03:00:00,57.11,33.93,91.45,74.55,4.67,1.73,133.88,104.79,8.846,1.14,78.78,0.72,1.05,98.85,1014.66
2013-02-04 04:00:00,99.33,38.68,138.53,102.5,4.47,1.85,140.36,110.63,8.585,0.98,70.13,0.64,0.97,99.11,1015.46
2013-02-04 05:00:00,75.71,40.48,116.56,102.73,4.31,2.03,202.22,158.39,10.299,0.83,71.34,0.89,0.7,98.83,1016.69
2013-02-04 06:00:00,14.56,36.83,51.5,62.0,3.6,1.6,145.53,121.75,9.753,1.23,53.49,0.89,0.54,97.49,1018.21
2013-02-04 07:00:00,34.33,39.24,73.8,75.26,3.75,1.84,141.93,122.37,10.049,1.31,47.54,0.99,0.67,95.09,1019.92
2013-02-04 08:00:00,67.65,43.41,111.44,88.49,4.11,2.55,217.69,187.35,11.031,0.92,34.03,1.17,0.5,92.75,1021.52
2013-02-04 09:00:00,45.87,38.89,85.05,99.11,4.01,4.84,240.78,200.67,11.281,0.93,357.8,1.6,0.66,91.05,1022.24
2013-02-04 10:00:00,28.61,35.84,64.63,91.08,3.78,8.61,252.56,208.66,11.529,0.99,349.54,1.56,1.1,88.28,1022.96
2013-02-04 11:00:00,21.86,32.92,54.98,73.81,3.5,11.6,199.09,159.74,9.749,1.49,356.52,1.45,1.77,82.14,1022.49
2013-02-04 12:00:00,16.9,31.93,48.97,60.88,2.94,14.25,134.74,109.71,9.186,2.28,24.13,1.27,2.38,71.9,1021.61
2013-02-04 13:00:00,13.01,30.88,44.02,47.6,2.62,19.02,110.48,89.01,8.041,3.13,55.54,1.43,2.57,60.26,1020.84
2013-02-04 14:00:00,7.81,26.92,34.87,37.56,2.55,25.45,104.41,81.65,7.475,3.67,67.35,1.41,2.58,56.55,1019.85
2013-02-04 15:00:00,3.01,19.89,23.01,30.43,2.46,32.09,89.51,66.46,6.669,4.39,81.22,1.27,2.19,54.53,1019.97
2013-02-04 16:00:00,2.89,26.02,29.02,38.33,2.78,28.04,133.85,102.91,9.23,3.26,89.09,1.13,1.73,64.1,1020.14
2013-02-04 17:00:00,4.27,19.49,23.91,44.22,2.14,28.9,55.65,22.66,5.222,9.85,90.94,1.11,0.81,56.35,1020.37
2013-02-04 18:00:00,2.52,20.81,23.44,26.71,2.16,25.36,58.21,23.65,4.526,9.58,84.89,0.85,0.25,58.56,1020.52
2013-02-04 19:00:00,1.18,20.91,22.2,17.98,2.22,23.63,55.95,24.0,4.058,9.35,69.66,0.69,0.27,59.58,1020.51
2013-02-04 20:00:00,1.13,19.71,20.97,18.36,2.35,22.49,64.76,34.05,4.961,8.14,48.41,0.61,0.05,62.44,1019.96
2013-02-04 21:00:00,1.12,18.03,19.23,20.28,2.47,22.02,69.29,43.09,6.995,6.9,46.17,0.7,-0.05,64.5,1019.48
2013-02-04 22:00:00,1.13,20.06,21.29,21.61,2.66,19.21,75.81,46.35,5.482,5.81,48.19,0.71,0.0,66.25,1018.87
2013-02-04 23:00:00,1.18,23.5,24.77,23.22,2.63,16.29,86.68,58.27,5.499,4.26,47.69,0.8,-0.09,69.75,1018.32
2013-02-05 00:00:00,2.02,34.5,36.58,26.63,2.75,7.9,95.58,66.25,6.512,2.83,45.62,0.79,-0.34,73.68,1018.01
2013-02-05 01:00:00,2.97,35.18,38.19,24.41,3.14,6.65,94.65,69.82,6.958,0.79,48.79,0.68,-1.28,89.49,1017.75
2013-02-05 02:00:00,3.46,35.29,38.76,23.36,3.13,6.7,69.83,58.88,6.291,1.49,83.47,0.32,-1.61,98.05,1017.52
2013-02-05 03:00:00,1.39,14.05,15.51,19.86,2.52,19.68,55.91,49.46,5.529,1.52,100.86,0.35,-1.97,98.31,1016.91
2013-02-05 04:00:00,1.3,14.5,15.89,22.4,2.55,17.98,52.38,44.66,5.297,1.17,86.51,0.25,-1.83,98.15,1016.44
2013-02-05 05:00:00,1.53,18.71,20.35,23.42,2.53,13.68,53.29,46.56,5.063,1.1,199.14,0.07,-1.64,98.63,1015.95
2013-02-05 06:00:00,1.84,18.05,20.03,25.78,2.59,13.08,52.92,47.04,5.453,1.27,92.83,0.02,-1.6,98.62,1015.85
2013-02-05 07:00:00,2.79,16.56,19.48,37.37,2.8,14.27,75.43,66.14,8.481,1.5,100.93,0.31,-1.95,98.46,1015.61
2013-02-05 08:00:00,4.4,20.07,24.63,36.68,2.7,11.34,66.1,59.67,7.693,1.65,54.7,0.08,-1.42,96.73,1015.69
2013-02-05 09:00:00,9.42,24.52,34.11,38.36,2.71,10.79,69.08,64.61,6.346,1.89,97.83,0.11,-0.66,92.93,1015.81
2013-02-05 10:00:00,14.53,26.29,41.0,55.99,3.1,12.8,105.19,97.96,8.923,1.87,115.91,0.34,0.11,89.65,1015.39
2013-02-05 11:00:00,7.34,19.59,27.11,46.37,2.72,21.37,84.59,76.67,6.523,2.43,108.3,0.69,-0.16,88.26,1015.08
2013-02-05 12:00:00,4.45,16.14,20.75,38.53,2.33,26.7,56.46,50.6,4.755,3.27,102.84,0.68,0.09,86.19,1014.28
2013-02-05 13:00:00,4.19,17.92,22.29,35.58,2.32,26.56,64.83,58.62,4.903,3.09,108.04,0.59,-0.03,86.81,1013.55
2013-02-05 14:00:00,3.92,20.41,24.48,38.48,2.3,26.14,68.12,61.66,5.088,3.13,109.36,0.81,-0.01,86.79,1013.36
2013-02-05 15:00:00,4.72,30.05,34.9,47.7,2.47,19.79,,,5.807,2.95,109.4,0.64,0.08,86.48,1013.55
2013-02-05 16:00:00,3.28,28.35,31.77,47.08,2.65,20.89,,,4.259,2.55,106.37,0.58,-0.06,87.26,1014.04
2013-02-05 17:00:00,2.8,30.83,33.73,46.23,2.9,18.85,,,8.374,2.32,98.87,0.45,-0.06,87.55,1014.46
2013-02-05 18:00:00,1.85,28.98,30.92,42.4,2.72,19.33,109.86,104.66,6.844,2.5,99.82,0.34,0.02,86.94,1015.22
2013-02-05 19:00:00,1.49,23.33,24.91,39.29,2.67,22.54,112.09,105.01,7.25,2.56,164.37,0.12,0.06,86.56,1015.7
2013-02-05 20:00:00,1.4,22.17,23.7,36.0,2.61,21.43,123.36,116.08,8.181,2.21,256.19,0.16,0.2,87.86,1015.93
2013-02-05 21:00:00,1.45,21.15,22.69,34.22,2.64,20.28,134.32,124.47,8.443,1.85,238.99,0.23,0.16,89.45,1016.02
2013-02-05 22:00:00,1.4,18.61,20.1,30.36,2.64,21.59,120.96,113.51,8.653,1.87,236.23,0.22,0.14,90.2,1015.99
2013-02-05 23:00:00,1.35,15.86,17.3,29.35,2.72,22.54,126.8,119.66,8.132,1.74,232.75,0.27,0.12,90.29,1015.7
2013-02-06 00:00:00,1.34,15.94,17.36,30.35,2.9,20.67,138.29,130.03,9.116,1.54,116.03,0.17,0.15,90.66,1015.49
2013-02-06 01:00:00,1.43,21.49,23.0,30.77,3.05,14.08,150.43,138.11,9.452,1.36,237.38,0.2,0.2,92.07,1015.19
2013-02-06 02:00:00,2.37,32.07,34.5,37.9,3.4,5.67,174.11,152.6,9.588,1.08,221.99,0.19,0.42,93.76,1015.39
2013-02-06 03:00:00,7.65,41.24,48.87,57.15,3.88,1.59,196.63,162.63,9.521,1.0,111.59,0.26,0.6,93.84,1015.3
2013-02-06 04:00:00,7.42,41.21,48.61,60.16,3.93,1.66,209.1,170.91,9.87,0.96,104.35,0.3,0.58,94.83,1015.41
2013-02-06 05:00:00,8.91,42.5,51.38,67.5,4.07,1.65,216.45,172.74,9.656,0.97,100.48,0.4,0.55,94.99,1015.53
2013-02-06 06:00:00,4.2,31.69,35.95,51.56,3.51,4.16,199.27,164.73,9.958,0.91,110.35,0.63,0.29,96.47,1015.77
2013-02-06 07:00:00,6.11,26.35,32.57,52.86,3.46,5.15,192.54,158.59,10.205,0.84,107.21,0.5,0.18,97.76,1015.72
2013-02-06 08:00:00,10.41,27.89,38.41,48.86,3.53,3.84,193.63,157.56,10.338,0.85,108.4,0.17,0.63,96.7,1015.95
2013-02-06 09:00:00,11.2,27.07,38.39,46.4,3.44,4.61,205.01,158.19,10.24,0.67,97.15,0.25,0.63,97.04,1016.22
2013-02-06 10:00:00,9.44,24.1,33.68,45.72,3.42,6.6,222.99,156.85,10.346,0.51,102.4,0.46,0.44,99.78,1016.28
2013-02-06 11:00:00,9.99,24.11,34.24,44.46,3.41,7.24,252.97,175.01,10.943,0.47,103.0,0.31,0.75,100.0,1015.95
2013-02-06 12:00:00,12.09,26.89,39.1,45.16,3.48,6.33,275.86,195.58,10.853,0.46,145.15,0.14,1.09,100.0,1015.01
2013-02-06 13:00:00,12.31,27.21,39.66,43.31,3.44,7.32,288.18,209.82,10.649,0.49,98.06,0.41,1.31,100.0,1013.87
2013-02-06 14:00:00,10.02,28.36,38.5,43.3,3.42,7.45,300.55,224.6,11.13,0.53,109.37,0.4,1.39,99.99,1013.77
2013-02-06 15:00:00,9.39,31.88,41.35,44.31,3.52,6.08,324.66,230.19,11.051,0.53,100.88,0.46,1.46,99.92,1014.22
2013-02-06 16:00:00,10.63,34.97,45.65,46.1,3.68,4.59,321.33,224.89,11.868,0.58,103.51,0.5,1.4,100.0,1014.76
2013-02-06 17:00:00,17.87,38.73,56.72,49.17,3.87,2.28,333.0,230.94,12.507,0.57,97.13,0.25,1.63,98.95,1015.39
2013-02-06 18:00:00,25.69,40.33,66.13,53.73,4.33,2.23,364.47,247.96,13.558,0.58,100.73,0.67,1.4,99.25,1016.54
2013-02-06 19:00:00,14.22,38.74,53.02,51.73,4.2,2.55,349.25,223.95,13.324,0.56,92.04,0.66,1.04,99.33,1017.78
2013-02-06 20:00:00,3.67,30.25,34.03,44.81,3.61,7.0,300.98,196.38,11.266,0.69,76.38,0.86,0.92,99.7,1018.93
2013-02-06 21:00:00,2.41,29.16,31.65,49.53,3.47,9.19,271.97,195.92,9.599,0.85,84.81,1.3,0.74,97.66,1020.22
2013-02-06 22:00:00,1.98,32.96,35.01,51.08,3.31,10.55,189.65,157.52,9.09,1.39,70.43,1.05,0.25,90.54,1021.5
2013-02-06 23:00:00,1.49,26.91,28.48,45.13,3.25,14.12,170.43,145.58,8.181,1.62,61.33,1.03,0.0,86.45,1022.92
2013-02-07 00:00:00,1.39,26.84,28.31,46.6,3.12,13.21,139.21,124.82,6.843,2.23,83.23,1.48,-0.98,78.9,1024.21
2013-02-07 01:00:00,1.16,18.84,20.13,30.31,2.43,16.78,82.84,61.31,3.8,5.01,85.38,1.53,-2.58,55.43,1025.36
2013-02-07 02:00:00,1.1,14.49,15.67,21.51,2.21,17.66,68.11,34.7,2.875,6.25,96.88,1.47,-3.8,51.74,1025.44
2013-02-07 03:00:00,0.97,8.46,9.48,12.21,1.87,22.24,30.42,10.97,1.442,12.73,90.64,1.64,-4.88,42.98,1025.65
2013-02-07 04:00:00,0.84,6.19,7.03,9.85,1.69,23.7,8.97,,0.634,18.82,62.0,1.63,-5.19,35.07,1026.42
2013-02-07 05:00:00,0.77,4.84,5.58,7.91,1.68,24.56,8.72,,0.61,18.66,56.0,1.89,-5.77,35.94,1026.69
2013-02-07 06:00:00,1.14,4.98,6.1,10.92,1.71,24.54,16.01,,1.216,17.82,43.93,1.82,-6.04,34.42,1027.34
2013-02-07 07:00:00,1.71,6.81,8.55,15.7,1.69,23.66,44.97,,1.448,17.19,46.61,1.78,-6.33,34.27,1028.56
2013-02-07 08:00:00,1.33,6.83,8.21,8.93,1.68,23.57,37.81,,0.958,17.3,48.7,1.63,-6.47,32.83,1030.07
2013-02-07 09:00:00,2.05,7.36,9.44,8.96,1.69,23.66,44.77,,1.027,16.75,60.85,1.51,-6.43,32.2,1030.87
2013-02-07 10:00:00,3.55,6.75,10.39,18.29,1.93,24.45,47.53,,3.335,16.31,76.03,1.16,-6.32,33.54,1031.26
2013-02-07 11:00:00,5.37,6.93,12.41,25.72,1.86,25.18,62.09,,10.124,16.57,92.3,1.28,-5.55,35.31,1030.84
2013-02-07 12:00:00,2.71,6.14,8.88,8.99,1.68,25.77,30.82,,1.914,17.38,89.46,1.16,-5.47,38.03,1030.04
2013-02-07 13:00:00,4.42,8.68,13.22,12.3,1.77,23.85,41.54,,2.05,16.62,87.78,1.08,-4.98,39.2,1029.32
2013-02-07 14:00:00,9.01,16.65,25.84,18.91,1.88,18.24,57.5,16.76,2.349,14.59,92.47,1.03,-4.84,41.73,1028.76
2013-02-07 15:00:00,8.39,17.45,26.06,19.92,1.86,18.94,57.93,21.03,2.573,14.6,104.75,0.84,-4.71,43.07,1029.05
2013-02-07 16:00:00,3.67,12.11,15.92,23.0,1.87,23.95,54.31,22.46,3.228,13.96,103.78,0.62,-4.85,44.94,1029.28
2013-02-07 17:00:00,1.85,11.35,13.28,18.05,2.18,24.91,65.39,34.56,3.452,11.37,82.38,0.53,-5.76,46.97,1029.21
2013-02-07 18:00:00,2.04,18.65,20.83,21.95,2.52,19.49,104.45,61.0,10.11,9.66,79.53,0.28,-5.94,50.89,1030.05
