TimePoint,NO,NO2,NOx,SO2,O3,PM2.5,PM10,WindD,WindS,Temperature,Humidity,Pressure,Precipitation,PrecipitationM,Radiation
6/24/2016 1:00,0.97,40.14,41.11,1.13,26.91,44.48,48.99,157.6,1.22,23.89,63.52,1000.09 ,0,0,441.62
6/24/2016 2:00,1.23,39.25,40.47,1.2,22.49,40.75,45.14,154.45,0.67,23.22,65.05,1000.47 ,0,0,454.32
6/24/2016 3:00,3.68,48.29,51.97,1.26,10.69,29.11,34.01,211.4,0.79,21.77,69.85,1000.84 ,0,0,492.53
6/24/2016 4:00,2.63,45.26,47.88,1.62,6.93,18.86,24.21,289.52,1.38,21.92,47.92,1001.34 ,0,0,333.27
6/24/2016 5:00,4.19,39.77,43.96,1.2,17.54,0,0,323.35,1.45,22.42,35.28,1001.75 ,0,0,239.35
6/24/2016 6:00,6.32,29.78,36.1,1.22,27.28,0,0,259.82,1.63,24.93,29.97,1002.08 ,0,0,199.82
6/24/2016 7:00,9.06,30.47,39.53,1.68,29.41,0,0,329.97,2.27,26.54,27.08,1002.09 ,0,0,180.13
6/24/2016 8:00,4.28,19.07,23.34,1.69,44.04,0,0,327.1,2.92,27.96,23.93,1002.06 ,0,0,157.38
6/24/2016 9:00,3.48,18.23,21.71,1.84,49.9,0,0,322.65,3.08,29.35,23.38,1001.71 ,0,0,153.67
6/24/2016 10:00,1.65,12.66,14.31,1.3,60.63,0,0,235,3.56,30.72,22.02,1001.14 ,0,0,147.98
6/24/2016 11:00,1,9.3,10.3,0.89,67.48,0,0,309.52,3.68,31.64,20.4,1000.62 ,0,0,138.93
6/24/2016 12:00,1.06,9.31,10.36,1.27,73.43,0,0,291.8,3.46,32.49,20.23,999.85 ,0,0,136.45
6/24/2016 13:00,0.91,8.27,9.18,1.21,76.39,0,0,317.95,3.88,33.25,18.77,999.13 ,0,0,126.12
6/24/2016 14:00,0.97,8.67,9.64,0.47,75.52,0,0,267.37,3.47,33.06,19.58,998.53 ,0,0,128.1
6/24/2016 15:00,0.81,8.46,9.27,-0.14,73.3,0,0,314.23,4.43,33.41,19.33,998.17 ,0,0,124.1
6/24/2016 16:00,1.54,14.93,16.46,0.03,59.64,0,2.9,276.82,2.48,30.03,26.67,998.41 ,0.1,0.2,178.8
6/24/2016 17:00,1.25,14.89,16.14,-0.26,58.46,0,0,336.38,3.3,31.95,20.53,998.24 ,0,0.2,133.33
6/24/2016 18:00,0.78,12.8,13.58,-0.42,60.21,0,0,285.45,3.63,31.97,18.92,998.59 ,0,0,124.8
6/24/2016 19:00,0.74,11.94,12.69,-0.59,65.14,0,0,104.13,4.39,30.18,17.97,999.53 ,0,0,116.15
6/24/2016 20:00,0.54,12.79,13.33,-0.52,67.04,0,0,316.78,4.18,29.04,19.68,1000.64 ,0,0,123.24
6/24/2016 21:00,0.42,15.75,16.17,-0.34,62.9,0,0,328.83,3.19,27.86,22.45,1001.67 ,0,0,144.85
6/24/2016 22:00,0.41,17.93,18.34,-0.13,57.9,0,0,329.32,2.42,26.7,25.38,1002.13 ,0,0,165.42
6/24/2016 23:00,0.46,21.5,21.96,-0.35,51.17,0,0,340.2,2.2,25.84,27.15,1002.18 ,0,0,179.82
6/25/2016 0:00,0.55,19.43,19.98,0.01,51.49,0,0,304.68,2.17,25.34,28.17,1001.95 ,0,0,187.88
6/25/2016 1:00,0.51,30.29,30.8,0.8,36.68,0,0,329.67,2.21,24.98,29.5,1001.81 ,0,0,194.88
6/25/2016 2:00,0.57,41.58,42.15,0.98,23.93,0,0,279.28,1.95,24.42,30.82,1001.68 ,0,0,204.72
6/25/2016 3:00,0.69,29.59,30.28,2.67,32.9,0,0,277.88,2.18,24.37,30.75,1001.90 ,0,0,203.57
6/25/2016 4:00,0.8,35.73,36.53,3.02,27.14,0,0,209.57,2.49,24.64,29.58,1002.15 ,0,0,195.35
6/25/2016 5:00,1,20.74,21.74,3.07,42.56,0,0,41.75,2.89,25.12,28.67,1002.68 ,0,0,191.97
6/25/2016 6:00,1.99,20.72,22.71,3.16,41.8,0,0.59,29.28,2.59,26.34,29.3,1003.29 ,0,0,192.67
6/25/2016 7:00,3.36,22.29,25.65,2.74,42.73,0,0.01,76.78,2.68,28.12,28.3,1003.62 ,0,0,189.27
6/25/2016 8:00,2.15,16.78,18.93,2.09,54,0,1.96,248.23,3.57,30.01,24.9,1003.47 ,0,0,163.02
6/25/2016 9:00,1.18,12.65,13.83,1.59,64.13,0,0.43,328.38,3.93,31.31,23.15,1003.25 ,0,0,152.68
6/25/2016 10:00,1.04,11.9,12.94,1.19,72.52,0,0,330.2,3.46,32.77,22.5,1002.78 ,0,0,149.67
6/25/2016 11:00,0.94,10.08,11.02,0.79,79.46,0.09,0.83,320.93,3.57,33.92,21.02,1002.22 ,0,0,140.25
6/25/2016 12:00,0.89,9.6,10.48,0.36,79.29,1.81,5.48,277.08,3.3,35.07,19.85,1001.37 ,0,0,131.05
6/25/2016 13:00,0.78,8.26,9.04,0.3,78.87,0.27,1.21,308.93,3.41,36.05,18.23,1000.75 ,0,0,122.38
6/25/2016 14:00,0.68,7.79,8.47,0.08,82.15,7.65,13.05,268.38,3.26,36.66,17.2,1000.00 ,0,0,111.73
6/25/2016 15:00,0.76,8.17,8.93,0.24,84.74,9.05,13.25,281.38,2.41,37.36,16.68,999.46 ,0,0,106.32
6/25/2016 16:00,0.9,8.9,9.79,0.19,85.78,17.84,22.55,294.75,1.46,37.02,16.7,999.16 ,0,0,104.63
6/25/2016 17:00,0.98,13.32,14.3,0.37,89.01,18.68,23.18,206.77,1.97,36.26,16.72,999.12 ,0,0,103.03
6/25/2016 18:00,0.9,16.25,17.15,0.36,89.42,14.88,19.48,219.55,2.08,35.58,17.53,999.42 ,0,0,110.55
6/25/2016 19:00,0.87,26.64,27.51,0.81,84.35,11.77,17.37,182.43,1.69,33.81,19.97,999.91 ,0,0,130.12
6/25/2016 20:00,0.89,38.71,39.6,1.45,63.86,18.44,23.63,180.63,1.87,32.64,22.07,1000.29 ,0,0,142.25
6/25/2016 21:00,0.96,41.45,42.41,2.28,53.95,19.58,25.58,187.6,1.97,31.8,23.97,1000.65 ,0,0,154.38
6/25/2016 22:00,0.97,34.74,35.71,2.33,58.16,24.01,29.32,214.2,1.15,30.13,26.97,1000.81 ,0,0,176.73
6/25/2016 23:00,0.97,43.76,44.74,2.13,35.86,16.24,21.94,180.72,1.07,28.21,32.6,1000.93 ,0,0,218.25
6/26/2016 0:00,1.11,50.06,51.17,2.26,20.68,24.58,29.58,202.13,0.85,26.3,39.05,1000.99 ,0,0,267.15
6/26/2016 1:00,1.72,61.54,63.26,2.04,10.73,29.24,34.24,151.2,0.61,25.39,43.97,1000.95 ,0,0,303.55
6/26/2016 2:00,1.53,66.25,67.77,2.39,9.35,36.82,41.72,245.05,0.76,25.09,47.73,1001.18 ,0,0,326.85
6/26/2016 3:00,1.79,68.84,70.63,2.14,5.57,39.32,44.43,244.53,0.77,24.29,51.4,1001.30 ,0,0,355.88
6/26/2016 4:00,2.59,63.77,66.36,2.21,6.25,38.22,43.22,225.7,1.08,24.52,51.57,1001.38 ,0,0,357.5
6/26/2016 5:00,2.41,40.05,42.46,1.88,23.5,31.79,36.4,87.83,1.62,24.16,50.97,1001.48 ,0,0,353.17
6/26/2016 6:00,3.07,32.38,35.45,1.78,37.81,29,31.71,75.82,1.87,25.48,45.83,1001.71 ,0,0,313.27
6/26/2016 7:00,3.76,32.04,35.79,1.92,46.77,29.96,33.34,21.92,2.3,27.25,41.33,1001.76 ,0,0,284.5
6/26/2016 8:00,3.07,27.63,30.7,2.28,60.2,32.33,35.82,35.97,2.02,29.14,37.55,1001.55 ,0,0,256.78
6/26/2016 9:00,2.06,24.55,26.61,2.06,82.38,31.03,34.63,62.42,1.57,31.18,33.47,1001.30 ,0,0,226.57
6/26/2016 10:00,2.35,37.32,39.67,3.24,104.3,32.7,37.4,183.52,1.29,32.82,30.45,1000.88 ,0,0,207.32
6/26/2016 11:00,1.42,35.03,36.45,5.05,141.94,41.04,46.12,177.12,1.75,33.85,27.47,1000.33 ,0,0,185.42
6/26/2016 12:00,0.9,23.07,23.97,5.38,175.46,40.76,46.56,183.45,2.69,35.47,23.35,999.67 ,0,0,159.97
6/26/2016 13:00,0.73,14.29,15.02,3.13,160.8,40.45,46.06,204.17,3.81,36.39,20.5,998.76 ,0,0,134.98
6/26/2016 14:00,0.67,11.23,11.9,2.93,129.23,36.62,41.53,220.55,3.99,36.55,17.4,998.21 ,0,0,111.83
6/26/2016 15:00,0.7,12.53,13.22,3.79,139.67,31.4,35.61,220.87,4.23,35.77,18.6,998.16 ,0,0,119.07
6/26/2016 16:00,0.66,13.09,13.76,5.34,133.78,33.06,37.45,219.32,4.66,35.59,18.2,998.07 ,0,0,115.97
6/26/2016 17:00,0.65,17.73,18.38,8.87,136.05,37.97,42.77,207.22,4.04,34.53,20.02,997.71 ,0,0,130.58
6/26/2016 18:00,0.54,23.71,24.25,14.23,138.26,40.78,45.57,210.05,3.25,33.7,21.5,997.78 ,0,0,141.58
6/26/2016 19:00,0.38,28.51,28.89,9.4,109.01,35.81,40.62,189.82,2.65,32.85,21.4,997.90 ,0,0,135.55
6/26/2016 20:00,0.36,38.12,38.48,8.92,93.9,36.81,41.5,186.87,2.2,31.91,24.92,998.15 ,0,0,162.38
6/26/2016 21:00,0.49,29.8,30.29,5.92,95.07,36.95,41.37,211.77,2.08,31.65,25.2,998.71 ,0,0,160.87
6/26/2016 22:00,0.36,31.06,31.41,6.3,84.03,36.39,40.88,201.92,2.35,30.93,27.32,998.90 ,0,0,174.6
6/26/2016 23:00,0.28,30.33,30.61,5.94,87.58,37,41.51,196.5,2.33,30.43,28.67,998.40 ,0,0,183.9
6/27/2016 0:00,0.24,29.11,29.35,7.48,86.63,36.41,40.72,201.3,2.44,29.86,30.45,998.04 ,0,0,200.02
6/27/2016 1:00,0.28,25.48,25.76,8.9,95.33,37.28,41.28,199.12,2.52,29.19,32.98,997.87 ,0,0,217.88
6/27/2016 2:00,0.2,29.21,29.41,9.35,90.49,41.62,46.01,190.03,1.99,28.45,36.48,997.49 ,0,0,242.9
6/27/2016 3:00,0.22,35.87,36.09,8.96,70.97,47.14,51.16,178.72,1.77,27.51,38.98,997.21 ,0,0,260.23
6/27/2016 4:00,0.27,33.66,33.93,8.59,71.73,49.35,54.24,180.68,1.44,26.84,42.15,997.17 ,0,0,284.27
6/27/2016 5:00,0.92,38.43,39.35,9.68,61.29,56.55,61.05,183.25,1.85,26.56,45,997.29 ,0,0,303
6/27/2016 6:00,1.02,39.6,40.62,10.37,56.22,60.77,65.69,205.88,0.82,26.53,47.37,997.90 ,0,0,322.32
6/27/2016 7:00,2.48,53.39,55.88,9.58,37.17,58.63,62.81,205.5,2.56,26.26,46.5,999.08 ,0,0,318.18
6/27/2016 8:00,2.33,41.64,43.97,5.91,54.69,46.19,51.69,185.67,2.54,24.4,55.43,998.57 ,0.02,0.1,386.38
6/27/2016 9:00,1.81,39.68,41.49,3.15,49.65,42.48,47.39,135.62,1.22,23.59,61.72,998.66 ,0.02,0.1,427.52
6/27/2016 10:00,2.99,35.11,38.1,4.99,74.35,42.95,47.26,88.5,1.51,26.49,50.42,998.29 ,0,0.1,347.65
6/27/2016 11:00,2.42,32.6,35.02,7.9,97.18,45.56,49.46,98.12,1.71,29.09,43,997.50 ,0,0,296.38
6/27/2016 12:00,1.04,22.9,23.94,8.19,126.32,55.89,60.47,145.22,2.99,30.21,40.28,996.82 ,0,0,274.28
6/27/2016 13:00,1.12,25.36,26.48,8.34,113.1,74.34,77.75,157.78,3.07,29.26,45.37,996.72 ,0,0,309.18
6/27/2016 14:00,0.94,23.56,24.5,6.69,107.71,87.25,90.17,200.05,2.68,28.39,49.2,997.14 ,0.25,1.7,337.83
6/27/2016 15:00,0.98,23.66,24.65,1.62,52.32,93.29,95.13,162.77,1.14,25.64,67.3,997.39 ,0.03,1.7,471.23
6/27/2016 16:00,1.05,27.59,28.64,1.21,60.18,84.6,87.36,169.13,1.47,26.33,60.6,997.70 ,0,0,419.58
6/27/2016 17:00,1.05,30.34,31.39,1.59,62.59,81.17,84.58,164.3,1.81,26.92,55.68,996.67 ,0,0,381.33
6/27/2016 18:00,0.73,30.33,31.06,2.28,72.58,67.98,72.78,144.5,2.62,26.55,53.8,997.71 ,0,0,368.7
6/27/2016 19:00,0.65,22.4,23.06,2.52,81.92,55.05,59.73,158.7,2.93,25.75,52.13,998.46 ,0,0,358.13
6/27/2016 20:00,0.61,18.01,18.61,1.25,91.18,34.81,39.72,170.27,1.94,23.67,63.18,999.37 ,0,0,437.15
6/27/2016 21:00,0.64,19.06,19.7,0.84,84.18,40.8,44.63,178.98,1.12,23.23,64.23,999.79 ,0,0,446.97
6/27/2016 22:00,0.76,19.61,20.37,0.93,78.12,39.08,42.97,139.33,0.9,23.12,66.28,999.34 ,0,0,459.78
6/27/2016 23:00,0.94,25.39,26.33,0.72,60.65,43.71,46.51,80.78,1.3,22.92,67.98,999.37 ,0,0,473.9
6/28/2016 0:00,0.95,29.68,30.63,0.95,43.84,53.86,57.75,112.62,1.52,22.47,71.68,999.49 ,0,0,501.22
6/28/2016 1:00,0.98,29.46,30.44,0.84,35.71,57.32,60.63,188.45,2.02,22.2,75.65,999.76 ,0.17,0.9,531.05
6/28/2016 2:00,1.08,27.74,28.82,0.41,16.21,72.49,76.27,158.15,1.67,21.03,88.73,999.50 ,3.36,5.2,627.27
6/28/2016 3:00,1.15,19.3,20.45,0.08,16.81,80.15,84.16,187.77,2.21,20.53,91.48,1000.41 ,0.29,5.2,640.12
6/28/2016 4:00,1.01,15.99,17.01,-0.06,19.45,77.71,80.82,175.83,2.08,20.24,90.52,998.79 ,1.13,1.3,638.37
6/28/2016 5:00,1.04,16.04,17.08,-0.09,20.98,68.27,71.36,158.35,2.01,19.88,90.72,999.34 ,0.08,1.3,636.95
6/28/2016 6:00,1.3,17.94,19.24,0.01,26.38,60.68,64.88,158.97,1.82,19.24,89.7,1000.12 ,0.01,0.3,634
6/28/2016 7:00,2.29,18.29,20.58,-0.12,43.37,33.13,36.83,184.72,1.8,19.51,83.72,1000.58 ,0,0,589.03
6/28/2016 8:00,2.29,20.86,23.16,-0.13,43.57,16.09,19.79,191.85,1.19,21.44,75.3,1000.33 ,0,0,531.1
6/28/2016 9:00,1.98,25.16,27.14,-0.16,39.63,21.42,23.65,199.4,1.73,21.37,75.73,1001.05 ,0,0,531.05
6/28/2016 10:00,1.9,21.05,22.95,0.03,42.58,33.04,36.21,188.17,1.61,21.75,74.72,1001.27 ,0,0,525.15
6/28/2016 11:00,1.8,20.47,22.27,0.05,39.85,49.46,52.88,188.62,1.68,21.83,75.98,1001.27 ,0,0,530.8
6/28/2016 12:00,1.64,23.41,25.05,0,30.54,57.53,60.94,195.22,1.57,21.49,80.62,1000.77 ,0,0,565.33
6/28/2016 13:00,1.97,23.47,25.44,0.23,23.91,70.33,73.13,181.13,1.41,21.95,78.47,1000.28 ,0,0,549.3
6/28/2016 14:00,1.9,21.96,23.86,0.16,20.54,77.38,80.08,214.13,1.71,22.1,80.37,1000.28 ,0.09,0.1,567.4
6/28/2016 15:00,1.96,21.87,23.83,0.26,15.98,87.32,89.63,185.43,1.82,22.02,81.58,1000.08 ,0,0.1,571.28
6/28/2016 16:00,1.72,19.96,21.68,0.04,14.06,90.21,92.9,185.48,1.89,22.08,81.2,999.88 ,0,0,569
6/28/2016 17:00,1.69,21.33,23.02,0.14,11.63,103.72,106.52,210.93,1.4,22.25,79.6,999.79 ,0,0,556.02
6/28/2016 18:00,1.83,26.33,28.16,-0.16,6.71,108.83,111.55,181.4,1.24,22.01,83.48,1000.07 ,0.29,0.5,585.12
6/28/2016 19:00,1.99,29.08,31.07,0.04,2.41,119.9,122.1,169.13,1.51,21.5,86.37,1000.69 ,0.01,0.5,606.4
6/28/2016 20:00,2.04,24.44,26.48,0.04,1.82,119.47,122.35,200.38,0.76,21.22,89.3,1001.02 ,0.5,0.7,629.63
6/28/2016 21:00,2.12,20.88,23,-0.1,1.15,118.34,122.23,220.63,0.86,20.78,91.6,1000.65 ,0.49,0.7,647.28
6/28/2016 22:00,2.67,28.33,31,-0.05,1.85,121.97,127.14,192.62,0.8,20.93,93.05,1000.25 ,0.01,0.6,651.17
6/28/2016 23:00,3.05,28.57,31.62,0.14,2.1,126.34,131.93,188.8,0.45,21.11,93.68,999.65 ,0,0,658.63
6/29/2016 0:00,3.25,22.03,25.28,0.31,1.44,112.83,117.95,175.85,0.76,21.14,93.25,999.73 ,0,0,653.15
6/29/2016 1:00,3.23,18.15,21.38,-0.02,1.09,97.52,101.43,184.65,0.72,21.15,93,999.59 ,0,0,653.48
6/29/2016 2:00,3.37,17.53,20.9,0.11,1.32,95.27,99.96,200.22,0.86,21.23,93,999.15 ,0,0,651.25
6/29/2016 3:00,3.65,16.29,19.94,0.11,1.41,107.32,111.51,148.05,0.59,21.21,92.77,998.70 ,0,0,649.88
6/29/2016 4:00,3.93,20.48,24.41,-0.03,1.93,115.37,119.85,237.83,1,21.07,91.32,998.58 ,0,0,638.85
6/29/2016 5:00,4.11,17.29,21.4,0.16,1.62,125.16,129.28,308.35,1.09,20.98,91.78,998.85 ,0,0,644.8
6/29/2016 6:00,4.63,16.99,21.62,-0.18,1.53,119.9,123.8,202.62,1.23,21.47,90.38,999.21 ,0,0,632.23
6/29/2016 7:00,4.69,17.63,22.32,-0.08,1.03,120.74,123.56,199.7,1.34,22.01,86.58,999.68 ,0,0,610.38
6/29/2016 8:00,4.48,17.19,21.67,-0.1,-0.2,117.94,120.76,93.18,1.1,23.4,78.32,999.74 ,0,0,548.98
6/29/2016 9:00,4.43,18.21,22.64,-0.26,-1.04,124.68,126.97,148.75,0.98,25.09,71.33,999.72 ,0,0,503.6
6/29/2016 10:00,4.98,24.57,29.54,-0.06,-0.68,121.05,123.73,187.03,1.18,25.77,68.37,999.73 ,0,0,481.48
6/29/2016 11:00,3.88,22,25.89,-0.09,-1.41,120.98,124.57,174.9,1.56,27.09,63.3,999.40 ,0,0,443.65
6/29/2016 12:00,2.67,21.14,23.8,-0.02,1.83,122.46,126.07,167.05,1.97,27.72,61.07,998.86 ,0,0,423.57
6/29/2016 13:00,1.96,17.65,19.6,0.08,1.28,135.28,137.9,167.37,2.07,28.48,59.22,998.23 ,0,0,409.8
6/29/2016 14:00,2.32,16.87,19.19,-0.1,-0.14,127.45,129.53,180.35,2.17,29.28,57.13,997.90 ,0,0,399.42
6/29/2016 15:00,2.27,17.45,19.72,0.02,-1.29,116.94,118.47,221.25,2.1,29.41,56.17,997.91 ,0,0,392.13
6/29/2016 16:00,2.45,19.97,22.42,-0.08,-4.13,126.57,128.46,221.25,1.86,27.87,62.23,998.20 ,0,0,432.12
6/29/2016 17:00,1.67,18.55,20.22,-0.38,-6.82,128.48,131.07,214.38,2.52,27.14,67.33,998.94 ,0.25,2.3,467.28
6/29/2016 18:00,1.48,19.53,21.01,-0.45,-3.77,142.3,144.43,147.35,1.39,25.49,80.97,998.29 ,0.04,2.3,562.72
6/29/2016 19:00,1.63,28.6,30.23,-0.54,0.07,144.33,145.71,124.07,1.12,25.16,83.4,998.11 ,0,0,584.03
6/29/2016 20:00,2.12,32.69,34.8,-0.24,2.22,148.8,152.74,194.3,0.44,24.2,89.68,998.77 ,0,0,626.93
6/29/2016 21:00,3.31,27.42,30.73,-0.2,2.23,144.2,150.39,163.68,0.7,23.62,90.98,999.22 ,0,0,637.85
6/29/2016 22:00,2.24,26.89,29.13,-0.22,2.19,142.77,146.14,22.83,1.34,23.72,86,999.29 ,0,0,603.15
6/29/2016 23:00,2.37,24.08,26.45,-0.29,2.44,128.97,131.66,78.05,0.86,23.24,85.42,999.63 ,0,0,598.42
6/30/2016 0:00,3.04,32.02,35.06,-0.29,2.93,107.76,111.44,227.6,0.76,22.68,88.13,999.36 ,0,0,619.73
6/30/2016 1:00,4.63,37.94,42.57,-0.49,3.03,90.61,94,85.18,1.08,22.6,85.27,999.17 ,0,0,597.8
6/30/2016 2:00,3.55,39.63,43.18,-0.41,3.45,68.93,73.93,71.08,1.53,22.69,77.22,999.10 ,0,0,537.72
6/30/2016 3:00,3.04,22.67,25.71,-0.48,7.72,56.14,61.14,29.55,1.5,22.1,79.87,999.21 ,0,0,561.38
6/30/2016 4:00,3,23.18,26.18,-0.43,6.67,60.23,65.03,128.72,1.18,21.94,82.18,998.95 ,0,0,576
6/30/2016 5:00,3.73,25.28,29.01,-0.5,4.62,66.23,70.73,185.23,1.63,21.73,88.18,998.76 ,2.12,3.1,618.72
6/30/2016 6:00,4.66,24.17,28.83,-0.27,2.92,70.49,76.49,169.62,0.88,21.69,92.83,999.18 ,0.05,3.1,651.05
6/30/2016 7:00,8.33,25.14,33.47,-0.3,2.41,83.44,87.68,123.68,1.17,22.61,90.95,998.62 ,0,0,640
6/30/2016 8:00,7.43,23.77,31.2,-0.47,1.6,97,99.61,159.65,1.45,24.9,78.47,998.75 ,0,0,549.33
6/30/2016 9:00,5.82,24.8,30.61,-0.45,-0.3,101.55,105.1,134.65,1.55,26.94,68.12,998.79 ,0,0,476.4
6/30/2016 10:00,3.5,19.19,22.68,-0.39,7.47,93.35,98.07,118.05,1.49,28.37,60.45,998.78 ,0,0,422.48
6/30/2016 11:00,2.67,20.13,22.8,-0.18,31.91,91.88,95,205.43,1.52,29.74,52.9,998.59 ,0,0,369.5
6/30/2016 12:00,2.07,19.12,21.19,0.14,44.87,80.96,84.07,176.22,1.59,30.63,49.02,998.12 ,0,0,342.85
6/30/2016 13:00,1.72,14.98,16.7,0.44,61.18,72.31,75.69,225.7,1.43,31.84,43.95,996.80 ,0,0,307.38
6/30/2016 14:00,1.62,14.85,16.46,0.49,71.68,55.06,58.5,180.68,1.58,32.71,41,995.90 ,0,0,281.67
6/30/2016 15:00,1.56,16.11,17.68,0.47,81.2,55.89,59.36,186.63,1.4,33.6,38.12,995.89 ,0,0,261.57
6/30/2016 16:00,1.53,16.64,18.17,0.54,88.83,45.62,49.89,210.48,1.55,34.1,34.77,995.77 ,0,0,234.33
6/30/2016 17:00,1.29,19.43,20.72,0.16,71.56,48.51,52.27,147.9,1.73,33.39,40.23,996.00 ,0,0,272.58
6/30/2016 18:00,1.45,18.91,20.36,-0.24,30.83,86.84,87.93,183.35,2.54,30.69,53.45,996.58 ,0,0,370.05
6/30/2016 19:00,1.33,18.98,20.32,-0.46,15.8,95.11,97.5,198.22,2.02,29.51,58.48,997.20 ,0,0,405.92
6/30/2016 20:00,1.24,20.8,22.04,-0.65,1.91,100.15,102.66,191.38,1.12,28.55,63.28,997.77 ,0,0,435.7
6/30/2016 21:00,1.34,20.79,22.13,-0.73,-5.17,111.04,113.33,208.63,0.93,27.97,67.45,998.07 ,0,0,471.75
6/30/2016 22:00,1.33,25.44,26.77,-0.57,-0.52,132.82,135.52,118.65,0.76,27.38,70.62,997.90 ,0,0,488.4
6/30/2016 23:00,1.15,18.99,20.14,-0.38,11.53,79.31,83.66,57.8,2.74,27.95,44.15,998.53 ,0,0,296.24
7/1/2016 0:00,1.04,15.42,16.46,0.08,33.56,0.15,0.83,41.95,2.13,27.31,39.58,999.00 ,0,0,267.12
7/1/2016 1:00,1.14,22.04,23.18,0.07,27.06,0,0,78.55,1.67,26.51,41.93,998.90 ,0,0,285.35
7/1/2016 2:00,1.24,22.17,23.41,0.12,25.15,0,0,101.32,1.64,25.83,44.43,998.98 ,0,0,303.48
7/1/2016 3:00,1.47,22.56,24.03,-0.14,22.73,0,0,313.47,1.22,24.45,49.48,998.65 ,0,0,343.77
7/1/2016 4:00,1.53,28.7,30.22,-0.28,17.49,0,0.67,14.23,1.62,23.5,55.3,998.43 ,0,0,384.88
7/1/2016 5:00,4.09,37.73,41.82,-0.13,10.9,0,4.34,22.98,1.83,23.08,57.77,998.93 ,0,0,401.57
7/1/2016 6:00,7.6,32.75,40.35,0.11,13.52,0,4.62,95.43,2.18,24.3,51.3,999.58 ,0,0,352.78
7/1/2016 7:00,7.68,26.5,34.18,0.47,19.43,0,1.97,103.73,2.26,26.33,46.17,999.95 ,0,0,317.67
7/1/2016 8:00,3.75,16.13,19.87,0.27,29.19,0,0,139.63,3.22,27.45,39.68,999.94 ,0,0,272.95
7/1/2016 9:00,2.35,13.3,15.65,0.26,34.95,0,0,48.25,3.3,28.63,36.67,999.61 ,0,0,249.05
7/1/2016 10:00,1.61,12.02,13.62,0.15,42.02,0,0,60.3,2.69,29.61,37.08,999.31 ,0,0,257.25
7/1/2016 11:00,1.48,12.02,13.5,0.39,46.31,1.22,3.35,91.4,2.35,30.35,35.87,998.81 ,0,0,249.88
7/1/2016 12:00,1.12,11.55,12.67,0.24,50.85,3.18,7.71,85.98,2.17,30.99,34.85,998.23 ,0,0,237.72
7/1/2016 13:00,1.04,10.96,11.99,0.29,53.5,0,0.55,105.93,2,31.15,33.58,998.02 ,0,0,231.46
7/1/2016 14:00,1.12,10.98,12.09,0.44,53.05,0,0.9,135.02,1.86,31.78,30.55,997.53 ,0,0,208.97
7/1/2016 15:00,1.07,11.25,12.32,0.19,53.23,0,0,101.42,1.51,32.91,27.27,996.97 ,0,0,185.42
7/1/2016 16:00,1.04,15.84,16.88,1.04,57.69,0,0.75,163.33,1.67,32.02,29.62,996.56 ,0,0,199.77
7/1/2016 17:00,1.15,19.44,20.58,1.04,59.92,20.53,26.22,190.87,2.2,31.13,37.62,996.50 ,0,0,256.98
7/1/2016 18:00,0.94,16.49,17.42,0.85,60.23,31.75,36.53,213.27,2.09,31.01,40.02,996.79 ,0,0,271.98
7/1/2016 19:00,0.88,15.82,16.71,0.58,58.23,32.18,37.08,215.4,2.53,29.31,44.18,997.45 ,0,0,306.3
7/1/2016 20:00,0.78,20.7,21.48,0.43,53.44,33.17,37.59,222.33,2.01,28.33,46.02,997.85 ,0,0,312.92
7/1/2016 21:00,0.78,25.3,26.07,0.35,43.96,25.86,30.54,204.73,1.86,27.41,47.93,998.41 ,0,0,326.98
7/1/2016 22:00,0.72,28.59,29.31,0.2,35.18,18.4,24.18,199.83,1.66,26.7,50.5,998.66 ,0,0,349.58
7/1/2016 23:00,0.91,39.42,40.33,0.09,20.4,21.31,28.09,186.52,1.43,25.57,55.95,998.70 ,0,0,387.18
7/2/2016 0:00,1.1,40.9,42,0.17,13.57,28.05,34.17,192.7,1.57,24.84,60.8,998.76 ,0,0,422.77
7/2/2016 1:00,1.46,36.05,37.51,0.17,10.33,34.58,40.67,213.02,1.28,23.94,66.52,998.76 ,0,0,466.7
7/2/2016 2:00,1.91,30.84,32.75,0.02,8.54,38.74,44.56,196.25,1.44,23.18,72.28,999.01 ,0,0,502.2
7/2/2016 3:00,2.11,32.62,34.73,0.03,5.48,53.46,59.12,204.73,1.03,22.42,77.2,999.20 ,0,0,542.6
7/2/2016 4:00,3.61,37.48,41.09,0.17,3.28,52.93,58.45,287.37,0.8,21.86,78.92,999.53 ,0,0,555.07
7/2/2016 5:00,7.7,38.14,45.85,0.26,3.94,50.33,56.03,307.53,1.04,21.98,80.43,999.83 ,0,0,563.23
7/2/2016 6:00,8.58,34.44,43.02,0.32,4.36,85.12,90.64,187.97,1.82,23.33,78.07,1000.13 ,0,0,545.5
7/2/2016 7:00,8.08,30.15,38.23,0.17,4.67,107,112.88,94,1.71,24.91,71.93,1000.58 ,0,0,503.87
7/2/2016 8:00,5.31,27.33,32.64,0.74,7.63,107.35,112.85,76.48,1.37,26.81,61.93,1000.81 ,0,0,436.87
7/2/2016 9:00,3.45,24.7,28.14,1.69,24.53,90.8,96.71,182.37,1.55,28.41,52.65,1000.62 ,0,0,369.25
